sentence_index,chapter_number,sentence
1426,5,"""He considered for a moment."""
1427,5,"""Then, with reluctance: \u201cI want to get the grass cut,\u201d he said."""
1428,5,"""We both looked down at the grass\u2014there was a sharp line where my ragged lawn ended and the darker, well-kept expanse of his began."""
1429,5,"""I suspected that he meant my grass."""
1430,5,"""\u201cThere\u2019s another little thing,\u201d he said uncertainly, and hesitated."""
1431,5,"""\u201cWould you rather put it off for a few days?\u201d"""
1432,5,"""I asked."""
1433,5,"""\u201cOh, it isn\u2019t about that."""
1434,5,"""At least\u2014\u201d He fumbled with a series of beginnings."""
1435,5,"""\u201cWhy, I thought\u2014why, look here, old sport, you don\u2019t make much money, do you?\u201d"""
1436,5,"""\u201cNot very much.\u201d"""
1437,5,"""This seemed to reassure him and he continued more confidently."""
1438,5,"""\u201cI thought you didn\u2019t, if you\u2019ll pardon my\u2014you see, I carry on a little business on the side, a sort of side line, you understand."""
1439,5,"""And I thought that if you don\u2019t make very much\u2014You\u2019re selling bonds, aren\u2019t you, old sport?\u201d"""
1440,5,"""\u201cTrying to.\u201d"""
1441,5,"""\u201cWell, this would interest you."""
1442,5,"""It wouldn\u2019t take up much of your time and you might pick up a nice bit of money."""
1443,5,"""It happens to be a rather confidential sort of thing.\u201d"""
1444,5,"""I realize now that under different circumstances that conversation might have been one of the crises of my life."""
1445,5,"""But, because the offer was obviously and tactlessly for a service to be rendered, I had no choice except to cut him off there."""
1446,5,"""\u201cI\u2019ve got my hands full,\u201d I said."""
1447,5,"""\u201cI\u2019m much obliged but I couldn\u2019t take on any more work.\u201d"""
1448,5,"""\u201cYou wouldn\u2019t have to do any business with Wolfshiem.\u201d"""
1449,5,"""Evidently he thought that I was shying away from the \u201cgonnegtion\u201d mentioned at lunch, but I assured him he was wrong."""
1450,5,"""He waited a moment longer, hoping I\u2019d begin a conversation, but I was too absorbed to be responsive, so he went unwillingly home."""
1451,5,"""The evening had made me lightheaded and happy; I think I walked into a deep sleep as I entered my front door."""
1452,5,"""So I don\u2019t know whether or not Gatsby went to Coney Island, or for how many hours he \u201cglanced into rooms\u201d while his house blazed gaudily on."""
1453,5,"""I called up Daisy from the office next morning, and invited her to come to tea."""
1454,5,"""\u201cDon\u2019t bring Tom,\u201d I warned her."""
1455,5,"""\u201cWhat?\u201d \u201cDon\u2019t bring Tom.\u201d"""
1456,5,"""\u201cWho is \u2018Tom\u2019?\u201d"""
1457,5,"""she asked innocently."""
1458,5,"""The day agreed upon was pouring rain."""
1459,5,"""At eleven o\u2019clock a man in a raincoat, dragging a lawn-mower, tapped at my front door and said that Mr. Gatsby had sent him over to cut my grass."""
1460,5,"""This reminded me that I had forgotten to tell my Finn to come back, so I drove into West Egg Village to search for her among soggy whitewashed alleys and to buy some cups and lemons and flowers."""
1461,5,"""The flowers were unnecessary, for at two o\u2019clock a greenhouse arrived from Gatsby\u2019s, with innumerable receptacles to contain it."""
1462,5,"""An hour later the front door opened nervously, and Gatsby in a white flannel suit, silver shirt, and gold-coloured tie, hurried in."""
1463,5,"""He was pale, and there were dark signs of sleeplessness beneath his eyes."""
1464,5,"""\u201cIs everything all right?\u201d"""
1465,5,"""he asked immediately."""
1466,5,"""\u201cThe grass looks fine, if that\u2019s what you mean.\u201d"""
1467,5,"""\u201cWhat grass?\u201d"""
1468,5,"""he inquired blankly."""
1469,5,"""\u201cOh, the grass in the yard.\u201d"""
1470,5,"""He looked out the window at it, but, judging from his expression, I don\u2019t believe he saw a thing."""
1471,5,"""\u201cLooks very good,\u201d he remarked vaguely."""
1472,5,"""\u201cOne of the papers said they thought the rain would stop about four."""
1473,5,"""I think it was The Journal."""
1474,5,"""Have you got everything you need in the shape of\u2014of tea?\u201d"""
1475,5,"""I took him into the pantry, where he looked a little reproachfully at the Finn."""
1476,5,"""Together we scrutinized the twelve lemon cakes from the delicatessen shop."""
1477,5,"""\u201cWill they do?\u201d"""
1478,5,"""I asked."""
1479,5,"""\u201cOf course, of course!"""
1480,5,"""They\u2019re fine!\u201d"""
1481,5,"""and he added hollowly, \u201c\u2026 old sport.\u201d"""
1482,5,"""The rain cooled about half-past three to a damp mist, through which occasional thin drops swam like dew."""
1483,5,"""Gatsby looked with vacant eyes through a copy of Clay\u2019s Economics, starting at the Finnish tread that shook the kitchen floor, and peering towards the bleared windows from time to time as if a series of invisible but alarming happenings were taking place outside."""
1484,5,"""Finally he got up and informed me, in an uncertain voice, that he was going home."""
1485,5,"""\u201cWhy\u2019s that?\u201d"""
1486,5,"""\u201cNobody\u2019s coming to tea."""
1487,5,"""It\u2019s too late!\u201d"""
1488,5,"""He looked at his watch as if there was some pressing demand on his time elsewhere."""
1489,5,"""\u201cI can\u2019t wait all day.\u201d"""
1490,5,"""\u201cDon\u2019t be silly; it\u2019s just two minutes to four.\u201d"""
1491,5,"""He sat down miserably, as if I had pushed him, and simultaneously there was the sound of a motor turning into my lane."""
1492,5,"""We both jumped up, and, a little harrowed myself, I went out into the yard."""
1493,5,"""Under the dripping bare lilac-trees a large open car was coming up the drive."""
1494,5,"""It stopped."""
1495,5,"""Daisy\u2019s face, tipped sideways beneath a three-cornered lavender hat, looked out at me with a bright ecstatic smile."""
1496,5,"""\u201cIs this absolutely where you live, my dearest one?\u201d"""
1497,5,"""The exhilarating ripple of her voice was a wild tonic in the rain."""
1498,5,"""I had to follow the sound of it for a moment, up and down, with my ear alone, before any words came through."""
1499,5,"""A damp streak of hair lay like a dash of blue paint across her cheek, and her hand was wet with glistening drops as I took it to help her from the car."""
1500,5,"""\u201cAre you in love with me,\u201d she said low in my ear, \u201cor why did I have to come alone?\u201d"""
1501,5,"""\u201cThat\u2019s the secret of Castle Rackrent."""
1502,5,"""Tell your chauffeur to go far away and spend an hour.\u201d"""
1503,5,"""\u201cCome back in an hour, Ferdie.\u201d"""
1504,5,"""Then in a grave murmur: \u201cHis name is Ferdie.\u201d"""
1505,5,"""\u201cDoes the gasoline affect his nose?\u201d"""
1506,5,"""\u201cI don\u2019t think so,\u201d she said innocently."""
1507,5,"""\u201cWhy?\u201d"""
1508,5,"""We went in."""
1509,5,"""To my overwhelming surprise the living-room was deserted."""
1510,5,"""\u201cWell, that\u2019s funny,\u201d I exclaimed."""
1511,5,"""\u201cWhat\u2019s funny?\u201d"""
1512,5,"""She turned her head as there was a light dignified knocking at the front door."""
1513,5,"""I went out and opened it."""
1514,5,"""Gatsby, pale as death, with his hands plunged like weights in his coat pockets, was standing in a puddle of water glaring tragically into my eyes."""
1515,5,"""With his hands still in his coat pockets he stalked by me into the hall, turned sharply as if he were on a wire, and disappeared into the living-room."""
1516,5,"""It wasn\u2019t a bit funny."""
1517,5,"""Aware of the loud beating of my own heart I pulled the door to against the increasing rain."""
1518,5,"""For half a minute there wasn\u2019t a sound."""
1519,5,"""Then from the living-room I heard a sort of choking murmur and part of a laugh, followed by Daisy\u2019s voice on a clear artificial note: \u201cI certainly am awfully glad to see you again.\u201d"""
1520,5,"""A pause; it endured horribly."""
1521,5,"""I had nothing to do in the hall, so I went into the room."""
1522,5,"""Gatsby, his hands still in his pockets, was reclining against the mantelpiece in a strained counterfeit of perfect ease, even of boredom."""
1523,5,"""His head leaned back so far that it rested against the face of a defunct mantelpiece clock, and from this position his distraught eyes stared down at Daisy, who was sitting, frightened but graceful, on the edge of a stiff chair."""
1524,5,"""\u201cWe\u2019ve met before,\u201d muttered Gatsby."""
1525,5,"""His eyes glanced momentarily at me, and his lips parted with an abortive attempt at a laugh."""
1526,5,"""Luckily the clock took this moment to tilt dangerously at the pressure of his head, whereupon he turned and caught it with trembling fingers, and set it back in place."""
1527,5,"""Then he sat down, rigidly, his elbow on the arm of the sofa and his chin in his hand."""
1528,5,"""\u201cI\u2019m sorry about the clock,\u201d he said."""
1529,5,"""My own face had now assumed a deep tropical burn."""
1530,5,"""I couldn\u2019t muster up a single commonplace out of the thousand in my head."""
1531,5,"""\u201cIt\u2019s an old clock,\u201d I told them idiotically."""
1532,5,"""I think we all believed for a moment that it had smashed in pieces on the floor."""
1533,5,"""\u201cWe haven\u2019t met for many years,\u201d said Daisy, her voice as matter-of-fact as it could ever be."""
1534,5,"""\u201cFive years next November.\u201d"""
1535,5,"""The automatic quality of Gatsby\u2019s answer set us all back at least another minute."""
1536,5,"""I had them both on their feet with the desperate suggestion that they help me make tea in the kitchen when the demoniac Finn brought it in on a tray."""
1537,5,"""Amid the welcome confusion of cups and cakes a certain physical decency established itself."""
1538,5,"""Gatsby got himself into a shadow and, while Daisy and I talked, looked conscientiously from one to the other of us with tense, unhappy eyes."""
1539,5,"""However, as calmness wasn\u2019t an end in itself, I made an excuse at the first possible moment, and got to my feet."""
1540,5,"""\u201cWhere are you going?\u201d demanded Gatsby in immediate alarm."""
1541,5,"""\u201cI\u2019ll be back.\u201d"""
1542,5,"""\u201cI\u2019ve got to speak to you about something before you go.\u201d"""
1543,5,"""He followed me wildly into the kitchen, closed the door, and whispered: \u201cOh, God!\u201d"""
1544,5,"""in a miserable way."""
1545,5,"""\u201cWhat\u2019s the matter?\u201d"""
1546,5,"""\u201cThis is a terrible mistake,\u201d he said, shaking his head from side to side, \u201ca terrible, terrible mistake.\u201d"""
1547,5,"""\u201cYou\u2019re just embarrassed, that\u2019s all,\u201d and luckily I added: \u201cDaisy\u2019s embarrassed too.\u201d"""
1548,5,"""\u201cShe\u2019s embarrassed?\u201d"""
1549,5,"""he repeated incredulously."""
1550,5,"""\u201cJust as much as you are.\u201d"""
1551,5,"""\u201cDon\u2019t talk so loud.\u201d"""
1552,5,"""\u201cYou\u2019re acting like a little boy,\u201d I broke out impatiently."""
1553,5,"""\u201cNot only that, but you\u2019re rude."""
1554,5,"""Daisy\u2019s sitting in there all alone.\u201d"""
1555,5,"""He raised his hand to stop my words, looked at me with unforgettable reproach, and, opening the door cautiously, went back into the other room."""
1556,5,"""I walked out the back way\u2014just as Gatsby had when he had made his nervous circuit of the house half an hour before\u2014and ran for a huge black knotted tree, whose massed leaves made a fabric against the rain."""
1557,5,"""Once more it was pouring, and my irregular lawn, well-shaved by Gatsby\u2019s gardener, abounded in small muddy swamps and prehistoric marshes."""
1558,5,"""There was nothing to look at from under the tree except Gatsby\u2019s enormous house, so I stared at it, like Kant at his church steeple, for half an hour."""
1559,5,"""A brewer had built it early in the \u201cperiod\u201d craze, a decade before, and there was a story that he\u2019d agreed to pay five years\u2019 taxes on all the neighbouring cottages if the owners would have their roofs thatched with straw."""
1560,5,"""Perhaps their refusal took the heart out of his plan to Found a Family\u2014he went into an immediate decline."""
1561,5,"""His children sold his house with the black wreath still on the door."""
1562,5,"""Americans, while willing, even eager, to be serfs, have always been obstinate about being peasantry."""
1563,5,"""After half an hour, the sun shone again, and the grocer\u2019s automobile rounded Gatsby\u2019s drive with the raw material for his servants\u2019 dinner\u2014I felt sure he wouldn\u2019t eat a spoonful."""
1564,5,"""A maid began opening the upper windows of his house, appeared momentarily in each, and, leaning from the large central bay, spat meditatively into the garden."""
1565,5,"""It was time I went back."""
1566,5,"""While the rain continued it had seemed like the murmur of their voices, rising and swelling a little now and then with gusts of emotion."""
1567,5,"""But in the new silence I felt that silence had fallen within the house too."""
1568,5,"""I went in\u2014after making every possible noise in the kitchen, short of pushing over the stove\u2014but I don\u2019t believe they heard a sound."""
1569,5,"""They were sitting at either end of the couch, looking at each other as if some question had been asked, or was in the air, and every vestige of embarrassment was gone."""
1570,5,"""Daisy\u2019s face was smeared with tears, and when I came in she jumped up and began wiping at it with her handkerchief before a mirror."""
1571,5,"""But there was a change in Gatsby that was simply confounding."""
1572,5,"""He literally glowed; without a word or a gesture of exultation a new well-being radiated from him and filled the little room."""
1573,5,"""\u201cOh, hello, old sport,\u201d he said, as if he hadn\u2019t seen me for years."""
1574,5,"""I thought for a moment he was going to shake hands."""
1575,5,"""\u201cIt\u2019s stopped raining.\u201d"""
1576,5,"""\u201cHas it?\u201d"""
1577,5,"""When he realized what I was talking about, that there were twinkle-bells of sunshine in the room, he smiled like a weather man, like an ecstatic patron of recurrent light, and repeated the news to Daisy."""
1578,5,"""\u201cWhat do you think of that?"""
1579,5,"""It\u2019s stopped raining.\u201d"""
1580,5,"""\u201cI\u2019m glad, Jay.\u201d"""
1581,5,"""Her throat, full of aching, grieving beauty, told only of her unexpected joy."""
1582,5,"""\u201cI want you and Daisy to come over to my house,\u201d he said, \u201cI\u2019d like to show her around.\u201d"""
1583,5,"""\u201cYou\u2019re sure you want me to come?\u201d"""
1584,5,"""\u201cAbsolutely, old sport.\u201d"""
1585,5,"""Daisy went upstairs to wash her face\u2014too late I thought with humiliation of my towels\u2014while Gatsby and I waited on the lawn."""
1586,5,"""\u201cMy house looks well, doesn\u2019t it?\u201d"""
1587,5,"""he demanded."""
1588,5,"""\u201cSee how the whole front of it catches the light.\u201d"""
1589,5,"""I agreed that it was splendid."""
1590,5,"""\u201cYes.\u201d"""
1591,5,"""His eyes went over it, every arched door and square tower."""
1592,5,"""\u201cIt took me just three years to earn the money that bought it.\u201d"""
1593,5,"""\u201cI thought you inherited your money.\u201d"""
1594,5,"""\u201cI did, old sport,\u201d he said automatically, \u201cbut I lost most of it in the big panic\u2014the panic of the war.\u201d"""
1595,5,"""I think he hardly knew what he was saying, for when I asked him what business he was in he answered: \u201cThat\u2019s my affair,\u201d before he realized that it wasn\u2019t an appropriate reply."""
1596,5,"""\u201cOh, I\u2019ve been in several things,\u201d he corrected himself."""
1597,5,"""\u201cI was in the drug business and then I was in the oil business."""
1598,5,"""But I\u2019m not in either one now.\u201d"""
1599,5,"""He looked at me with more attention."""
1600,5,"""\u201cDo you mean you\u2019ve been thinking over what I proposed the other night?\u201d"""
1601,5,"""Before I could answer, Daisy came out of the house and two rows of brass buttons on her dress gleamed in the sunlight."""
1602,5,"""\u201cThat huge place there?\u201d"""
1603,5,"""she cried pointing."""
1604,5,"""\u201cDo you like it?\u201d"""
1605,5,"""\u201cI love it, but I don\u2019t see how you live there all alone.\u201d"""
1606,5,"""\u201cI keep it always full of interesting people, night and day."""
1607,5,"""People who do interesting things."""
1608,5,"""Celebrated people.\u201d"""
1609,5,"""Instead of taking the shortcut along the Sound we went down to the road and entered by the big postern."""
1610,5,"""With enchanting murmurs Daisy admired this aspect or that of the feudal silhouette against the sky, admired the gardens, the sparkling odour of jonquils and the frothy odour of hawthorn and plum blossoms and the pale gold odour of kiss-me-at-the-gate."""
1611,5,"""It was strange to reach the marble steps and find no stir of bright dresses in and out the door, and hear no sound but bird voices in the trees."""
1612,5,"""And inside, as we wandered through Marie Antoinette music-rooms and Restoration Salons, I felt that there were guests concealed behind every couch and table, under orders to be breathlessly silent until we had passed through."""
1613,5,"""As Gatsby closed the door of \u201cthe Merton College Library\u201d I could have sworn I heard the owl-eyed man break into ghostly laughter."""
1614,5,"""We went upstairs, through period bedrooms swathed in rose and lavender silk and vivid with new flowers, through dressing-rooms and poolrooms, and bathrooms with sunken baths\u2014intruding into one chamber where a dishevelled man in pyjamas was doing liver exercises on the floor."""
1615,5,"""It was Mr. Klipspringer, the \u201cboarder.\u201d"""
1616,5,"""I had seen him wandering hungrily about the beach that morning."""
1617,5,"""Finally we came to Gatsby\u2019s own apartment, a bedroom and a bath, and an Adam\u2019s study, where we sat down and drank a glass of some Chartreuse he took from a cupboard in the wall."""
1618,5,"""He hadn\u2019t once ceased looking at Daisy, and I think he revalued everything in his house according to the measure of response it drew from her well-loved eyes."""
1619,5,"""Sometimes too, he stared around at his possessions in a dazed way, as though in her actual and astounding presence none of it was any longer real."""
1620,5,"""Once he nearly toppled down a flight of stairs."""
1621,5,"""His bedroom was the simplest room of all\u2014except where the dresser was garnished with a toilet set of pure dull gold."""
1622,5,"""Daisy took the brush with delight, and smoothed her hair, whereupon Gatsby sat down and shaded his eyes and began to laugh."""
1623,5,"""\u201cIt\u2019s the funniest thing, old sport,\u201d he said hilariously."""
1624,5,"""\u201cI can\u2019t\u2014When I try to\u2014\u201d He had passed visibly through two states and was entering upon a third."""
1625,5,"""After his embarrassment and his unreasoning joy he was consumed with wonder at her presence."""
1626,5,"""He had been full of the idea so long, dreamed it right through to the end, waited with his teeth set, so to speak, at an inconceivable pitch of intensity."""
1627,5,"""Now, in the reaction, he was running down like an over-wound clock."""
1628,5,"""Recovering himself in a minute he opened for us two hulking patent cabinets which held his massed suits and dressing-gowns and ties, and his shirts, piled like bricks in stacks a dozen high."""
1629,5,"""\u201cI\u2019ve got a man in England who buys me clothes."""
1630,5,"""He sends over a selection of things at the beginning of each season, spring and fall.\u201d"""
1631,5,"""He took out a pile of shirts and began throwing them, one by one, before us, shirts of sheer linen and thick silk and fine flannel, which lost their folds as they fell and covered the table in many-coloured disarray."""
1632,5,"""While we admired he brought more and the soft rich heap mounted higher\u2014shirts with stripes and scrolls and plaids in coral and apple-green and lavender and faint orange, with monograms of indian blue."""
1633,5,"""Suddenly, with a strained sound, Daisy bent her head into the shirts and began to cry stormily."""
1634,5,"""\u201cThey\u2019re such beautiful shirts,\u201d she sobbed, her voice muffled in the thick folds."""
1635,5,"""\u201cIt makes me sad because I\u2019ve never seen such\u2014such beautiful shirts before.\u201d"""
1636,5,"""------------------------------------------------------------------------"""
1637,5,"""After the house, we were to see the grounds and the swimming pool, and the hydroplane, and the midsummer flowers\u2014but outside Gatsby\u2019s window it began to rain again, so we stood in a row looking at the corrugated surface of the Sound."""
1638,5,"""\u201cIf it wasn\u2019t for the mist we could see your home across the bay,\u201d said Gatsby."""
1639,5,"""\u201cYou always have a green light that burns all night at the end of your dock.\u201d"""
1640,5,"""Daisy put her arm through his abruptly, but he seemed absorbed in what he had just said."""
1641,5,"""Possibly it had occurred to him that the colossal significance of that light had now vanished forever."""
1642,5,"""Compared to the great distance that had separated him from Daisy it had seemed very near to her, almost touching her."""
1643,5,"""It had seemed as close as a star to the moon."""
1644,5,"""Now it was again a green light on a dock."""
1645,5,"""His count of enchanted objects had diminished by one."""
1646,5,"""I began to walk about the room, examining various indefinite objects in the half darkness."""
1647,5,"""A large photograph of an elderly man in yachting costume attracted me, hung on the wall over his desk."""
1648,5,"""\u201cWho\u2019s this?\u201d"""
1649,5,"""\u201cThat?"""
1650,5,"""That\u2019s Mr. Dan Cody, old sport.\u201d"""
1651,5,"""The name sounded faintly familiar."""
1652,5,"""\u201cHe\u2019s dead now."""
1653,5,"""He used to be my best friend years ago.\u201d"""
1654,5,"""There was a small picture of Gatsby, also in yachting costume, on the bureau\u2014Gatsby with his head thrown back defiantly\u2014taken apparently when he was about eighteen."""
1655,5,"""\u201cI adore it,\u201d exclaimed Daisy."""
1656,5,"""\u201cThe pompadour!"""
1657,5,"""You never told me you had a pompadour\u2014or a yacht.\u201d"""
1658,5,"""\u201cLook at this,\u201d said Gatsby quickly."""
1659,5,"""\u201cHere\u2019s a lot of clippings\u2014about you.\u201d"""
1660,5,"""They stood side by side examining it."""
1661,5,"""I was going to ask to see the rubies when the phone rang, and Gatsby took up the receiver."""
1662,5,"""\u201cYes \u2026 Well, I can\u2019t talk now \u2026 I can\u2019t talk now, old sport \u2026"""
1663,5,"""I said a small town \u2026"""
1664,5,"""He must know what a small town is \u2026 Well, he\u2019s no use to us if Detroit is his idea of a small town \u2026\u201d He rang off."""
1665,5,"""\u201cCome here quick!\u201d"""
1666,5,"""cried Daisy at the window."""
1667,5,"""The rain was still falling, but the darkness had parted in the west, and there was a pink and golden billow of foamy clouds above the sea."""
1668,5,"""\u201cLook at that,\u201d she whispered, and then after a moment: \u201cI\u2019d like to just get one of those pink clouds and put you in it and push you around.\u201d"""
1669,5,"""I tried to go then, but they wouldn\u2019t hear of it; perhaps my presence made them feel more satisfactorily alone."""
1670,5,"""\u201cI know what we\u2019ll do,\u201d said Gatsby, \u201cwe\u2019ll have Klipspringer play the piano.\u201d"""
1671,5,"""He went out of the room calling \u201cEwing!\u201d and returned in a few minutes accompanied by an embarrassed, slightly worn young man, with shell-rimmed glasses and scanty blond hair."""
1672,5,"""He was now decently clothed in a \u201csport shirt,\u201d open at the neck, sneakers, and duck trousers of a nebulous hue."""
1673,5,"""\u201cDid we interrupt your exercise?\u201d inquired Daisy politely."""
1674,5,"""\u201cI was asleep,\u201d cried Mr. Klipspringer, in a spasm of embarrassment."""
1675,5,"""\u201cThat is, I\u2019d been asleep."""
1676,5,"""Then I got up \u2026\u201d \u201cKlipspringer plays the piano,\u201d said Gatsby, cutting him off."""
1677,5,"""\u201cDon\u2019t you, Ewing, old sport?\u201d"""
1678,5,"""\u201cI don\u2019t play well."""
1679,5,"""I don\u2019t\u2014hardly play at all."""
1680,5,"""I\u2019m all out of prac\u2014\u201d \u201cWe\u2019ll go downstairs,\u201d interrupted Gatsby."""
1681,5,"""He flipped a switch."""
1682,5,"""The grey windows disappeared as the house glowed full of light."""
1683,5,"""In the music-room Gatsby turned on a solitary lamp beside the piano."""
1684,5,"""He lit Daisy\u2019s cigarette from a trembling match, and sat down with her on a couch far across the room, where there was no light save what the gleaming floor bounced in from the hall."""
1685,5,"""When Klipspringer had played \u201cThe Love Nest\u201d he turned around on the bench and searched unhappily for Gatsby in the gloom."""
1686,5,"""\u201cI\u2019m all out of practice, you see."""
1687,5,"""I told you I couldn\u2019t play."""
1688,5,"""I\u2019m all out of prac\u2014\u201d \u201cDon\u2019t talk so much, old sport,\u201d commanded Gatsby."""
1689,5,"""\u201cPlay!\u201d  """
1690,5,"""\u201cIn the morning, In the evening, Ain\u2019t we got fun\u2014\u201d Outside the wind was loud and there was a faint flow of thunder along the Sound."""
1691,5,"""All the lights were going on in West Egg now; the electric trains, men-carrying, were plunging home through the rain from New York."""
1692,5,"""It was the hour of a profound human change, and excitement was generating on the air.  """
1693,5,"""\u201cOne thing\u2019s sure and nothing\u2019s surer The rich get richer and the  poor get\u2014children."""
1694,5,"""In the meantime, In between time\u2014\u201d As I went over to say goodbye I saw that the expression of bewilderment had come back into Gatsby\u2019s face, as though a faint doubt had occurred to him as to the quality of his present happiness."""
1695,5,"""Almost five years!"""
1696,5,"""There must have been moments even that afternoon when Daisy tumbled short of his dreams\u2014not through her own fault, but because of the colossal vitality of his illusion."""
1697,5,"""It had gone beyond her, beyond everything."""
1698,5,"""He had thrown himself into it with a creative passion, adding to it all the time, decking it out with every bright feather that drifted his way."""
1699,5,"""No amount of fire or freshness can challenge what a man can store up in his ghostly heart."""
1700,5,"""As I watched him he adjusted himself a little, visibly."""
1701,5,"""His hand took hold of hers, and as she said something low in his ear he turned toward her with a rush of emotion."""
1702,5,"""I think that voice held him most, with its fluctuating, feverish warmth, because it couldn\u2019t be over-dreamed\u2014that voice was a deathless song."""
1703,5,"""They had forgotten me, but Daisy glanced up and held out her hand; Gatsby didn\u2019t know me now at all."""
1704,5,"""I looked once more at them and they looked back at me, remotely, possessed by intense life."""
1705,5,"""Then I went out of the room and down the marble steps into the rain, leaving them there together."""
1706,5,"""                                   """
1707,6,""" VI About this time an ambitious young reporter from New York arrived one morning at Gatsby\u2019s door and asked him if he had anything to say."""
1708,6,"""\u201cAnything to say about what?\u201d inquired Gatsby politely."""
1709,6,"""\u201cWhy\u2014any statement to give out.\u201d"""
1710,6,"""It transpired after a confused five minutes that the man had heard Gatsby\u2019s name around his office in a connection which he either wouldn\u2019t reveal or didn\u2019t fully understand."""
1711,6,"""This was his day off and with laudable initiative he had hurried out \u201cto see.\u201d"""
1712,6,"""It was a random shot, and yet the reporter\u2019s instinct was right."""
1713,6,"""Gatsby\u2019s notoriety, spread about by the hundreds who had accepted his hospitality and so become authorities upon his past, had increased all summer until he fell just short of being news."""
1714,6,"""Contemporary legends such as the \u201cunderground pipeline to Canada\u201d attached themselves to him, and there was one persistent story that he didn\u2019t live in a house at all, but in a boat that looked like a house and was moved secretly up and down the Long Island shore."""
1715,6,"""Just why these inventions were a source of satisfaction to James Gatz of North Dakota, isn\u2019t easy to say."""
1716,6,"""James Gatz\u2014that was really, or at least legally, his name."""
1717,6,"""He had changed it at the age of seventeen and at the specific moment that witnessed the beginning of his career\u2014when he saw Dan Cody\u2019s yacht drop anchor over the most insidious flat on Lake Superior."""
1718,6,"""It was James Gatz who had been loafing along the beach that afternoon in a torn green jersey and a pair of canvas pants, but it was already Jay Gatsby who borrowed a rowboat, pulled out to the Tuolomee, and informed Cody that a wind might catch him and break him up in half an hour."""
1719,6,"""I suppose he\u2019d had the name ready for a long time, even then."""
1720,6,"""His parents were shiftless and unsuccessful farm people\u2014his imagination had never really accepted them as his parents at all."""
1721,6,"""The truth was that Jay Gatsby of West Egg, Long Island, sprang from his Platonic conception of himself."""
1722,6,"""He was a son of God\u2014a phrase which, if it means anything, means just that\u2014and he must be about His Father\u2019s business, the service of a vast, vulgar, and meretricious beauty."""
1723,6,"""So he invented just the sort of Jay Gatsby that a seventeen-year-old boy would be likely to invent, and to this conception he was faithful to the end."""
1724,6,"""For over a year he had been beating his way along the south shore of Lake Superior as a clam-digger and a salmon-fisher or in any other capacity that brought him food and bed."""
1725,6,"""His brown, hardening body lived naturally through the half-fierce, half-lazy work of the bracing days."""
1726,6,"""He knew women early, and since they spoiled him he became contemptuous of them, of young virgins because they were ignorant, of the others because they were hysterical about things which in his overwhelming self-absorption he took for granted."""
1727,6,"""But his heart was in a constant, turbulent riot."""
1728,6,"""The most grotesque and fantastic conceits haunted him in his bed at night."""
1729,6,"""A universe of ineffable gaudiness spun itself out in his brain while the clock ticked on the washstand and the moon soaked with wet light his tangled clothes upon the floor."""
1730,6,"""Each night he added to the pattern of his fancies until drowsiness closed down upon some vivid scene with an oblivious embrace."""
1731,6,"""For a while these reveries provided an outlet for his imagination; they were a satisfactory hint of the unreality of reality, a promise that the rock of the world was founded securely on a fairy\u2019s wing."""
1732,6,"""An instinct toward his future glory had led him, some months before, to the small Lutheran College of St. Olaf\u2019s in southern Minnesota."""
1733,6,"""He stayed there two weeks, dismayed at its ferocious indifference to the drums of his destiny, to destiny itself, and despising the janitor\u2019s work with which he was to pay his way through."""
1734,6,"""Then he drifted back to Lake Superior, and he was still searching for something to do on the day that Dan Cody\u2019s yacht dropped anchor in the shallows alongshore."""
1735,6,"""Cody was fifty years old then, a product of the Nevada silver fields, of the Yukon, of every rush for metal since seventy-five."""
1736,6,"""The transactions in Montana copper that made him many times a millionaire found him physically robust but on the verge of soft-mindedness, and, suspecting this, an infinite number of women tried to separate him from his money."""
1737,6,"""The none too savoury ramifications by which Ella Kaye, the newspaper woman, played Madame de Maintenon to his weakness and sent him to sea in a yacht, were common property of the turgid journalism in 1902."""
1738,6,"""He had been coasting along all too hospitable shores for five years when he turned up as James Gatz\u2019s destiny in Little Girl Bay."""
1739,6,"""To young Gatz, resting on his oars and looking up at the railed deck, that yacht represented all the beauty and glamour in the world."""
1740,6,"""I suppose he smiled at Cody\u2014he had probably discovered that people liked him when he smiled."""
1741,6,"""At any rate Cody asked him a few questions (one of them elicited the brand new name) and found that he was quick and extravagantly ambitious."""
1742,6,"""A few days later he took him to Duluth and bought him a blue coat, six pairs of white duck trousers, and a yachting cap."""
1743,6,"""And when the Tuolomee left for the West Indies and the Barbary Coast, Gatsby left too."""
1744,6,"""He was employed in a vague personal capacity\u2014while he remained with Cody he was in turn steward, mate, skipper, secretary, and even jailor, for Dan Cody sober knew what lavish doings Dan Cody drunk might soon be about, and he provided for such contingencies by reposing more and more trust in Gatsby."""
1745,6,"""The arrangement lasted five years, during which the boat went three times around the Continent."""
1746,6,"""It might have lasted indefinitely except for the fact that Ella Kaye came on board one night in Boston and a week later Dan Cody inhospitably died."""
1747,6,"""I remember the portrait of him up in Gatsby\u2019s bedroom, a grey, florid man with a hard, empty face\u2014the pioneer debauchee, who during one phase of American life brought back to the Eastern seaboard the savage violence of the frontier brothel and saloon."""
1748,6,"""It was indirectly due to Cody that Gatsby drank so little."""
